번호,구분,항목,학교명,주소,위도,경도,우편번호,전화번호,팩스번호,관할교육청,공립사립,사이트,홈페이지
84,중,J,대전글꽃중학교,대전광역시 중구 계룡로918번길 103 (문화동),36.3184573,127.4091354,34957,042-250-0307,042-250-0347,동부교육청,공립,Y,http://gkms.djsch.kr
89,중,J,대전남선중학교,대전광역시 서구 월평북로 41 (월평동),36.3631937,127.3724533,35211,042-484-6214,042-484-6215,서부교육청,공립,Y,http://namseonms.djsch.kr
90,중,J,대전내동중학교,대전광역시 서구 배재로 263 (변동),36.3321436,127.3704747,35343,042-534-6154,042-522-2849,서부교육청,공립,Y,http://djnaedongms.djsch.kr
94,중,J,대전노은중학교,대전광역시 유성구 노은동로 104 (노은동),36.3700295,127.3241862,34084,042-479-5506,042-476-3158,서부교육청,공립,Y,http://noeunms.djsch.kr
96,중,J,대전느리울중학교,대전광역시 서구 관저중로64번길 84 (관저동),36.2973557,127.3396191,35382,042-544-0616,042-544-0619,서부교육청,공립,Y,http://djnrums.djsch.kr
101,중,J,대전대문중학교,대전광역시 중구 송리로 33 (문화동),36.3078414,127.4009711,35008,042-583-2596,042-583-2597,동부교육청,공립,Y,http://daemunms.djsch.kr
105,중,J,대전대성여자중학교,대전광역시 동구 대성2길 20 (가양동),36.3377093,127.4406962,34601,042-626-3601,042-672-3730,동부교육청,사립,Y,http://dsgms.djsch.kr
106,중,J,대전대성중학교,대전광역시 중구 목동로 23 (목동),36.3325444,127.4074351,34825,042-250-6000,042-254-2604,동부교육청,사립,Y,http://dsmms.djsch.kr
108,중,J,대전대신중학교,대전광역시 서구 오량1길 98 (복수동),36.3090805,127.3811451,35406,042-585-5908,042-585-5907,서부교육청,사립,Y,http://djdsms.djsch.kr
115,중,J,대전대청중학교,대전광역시 대덕구 신탄진동로 81 (신탄진동),36.4489023,127.4370322,34308,042-934-8859,042-934-8858,동부교육청,공립,Y,http://djdcms.djsch.kr
116,중,J,대전대화중학교,대전광역시 대덕구 대오길 9 (오정동),36.3615612,127.4144603,34379,042-634-4624,042-633-6451,동부교육청,공립,Y,http://daehwams.djsch.kr
120,중,J,대전덕명중학교,대전광역시 유성구 학하중앙로 61 (덕명동),36.3456998,127.3031694,34159,042-825-1606,042-825-1678,서부교육청,공립,Y,http://ddmms.djsch.kr
121,중,J,대전도마중학교,대전광역시 서구 도솔2길 22 (도마동),36.3190381,127.3720891,35338,042-525-6892,042-533-6397,서부교육청,공립,Y,http://domams.djsch.kr
127,중,J,대전도안중학교,대전광역시 서구 원도안로 160 (도안동),36.3178158,127.3456269,35355,042-545-9701,042-545-9705,서부교육청,공립,Y,http://doanms.djsch.kr
134,중,J,대전동산중학교,대전광역시 중구 문화로 183 (문화동),36.3160523,127.4045008,34960,042-587-2700,042-587-2710,동부교육청,사립,Y,http://djdongsanms.djsch.kr
139,중,J,대전동화중학교,대전광역시 유성구 관평2로 43 (관평동),36.4229545,127.3896168,34020,042-935-9614,042-935-9616,서부교육청,공립,Y,http://djdhms.djsch.kr
142,중,J,대전두리중학교,대전광역시 유성구 와룡로 37 (송강동),36.4292447,127.3798894,34005,042-935-8613,042-935-8618,서부교육청,공립,Y,http://durims.djsch.kr
146,중,J,대전둔산중학교,대전광역시 서구 갈마역로25번길 70 (갈마동),36.3532261,127.3721356,35231,042-486-6146,042-486-6149,서부교육청,공립,Y,http://dunsanms.djsch.kr
149,중,J,대전둔원중학교,대전광역시 서구 괴정로11번길 73 (갈마동),36.3425622,127.3765201,35266,042-531-2842,042-531-2842,서부교육청,공립,Y,http://djdwms.djsch.kr
153,중,J,대전만년중학교,대전광역시 서구 만년남로 17 (만년동),36.3669903,127.3759932,35200,042-486-8234,042-486-8231,서부교육청,공립,Y,http://mannyonms.djsch.kr
156,중,J,대전매봉중학교,대전광역시 대덕구 선비마을로 165 (송촌동),36.3693664,127.4360924,34399,042-620-0003,042-635-2475,동부교육청,공립,Y,http://maebongms.djsch.kr
167,중,J,대전문정중학교,대전광역시 서구 둔산북로 232-11 (둔산동),36.3555537,127.4012241,35245,042-486-0822,042-487-2071,서부교육청,공립,Y,http://munjeongms.djsch.kr
169,중,J,대전문지중학교,대전광역시 유성구 전민로 53 (전민동),36.3967451,127.3991068,34053,042-863-0923,042-861-5028,서부교육청,공립,Y,http://munjims.djsch.kr
172,중,J,대전문화여자중학교,대전광역시 중구 문화로218번길 63 (문화동),36.3128386,127.41017,35018,042-580-1210,042-580-1250,동부교육청,공립,Y,http://munhwa-gms.djsch.kr
180,중,J,대전버드내중학교,대전광역시 서구 유등로 285 (도마동),36.3190397,127.3707226,35332,042-531-1646,042-527-2053,서부교육청,공립,Y,http://bdnms.djsch.kr
183,중,J,대전법동중학교,대전광역시 대덕구 쌍청당로 55 (법동),36.366608,127.4331046,34406,042-336-3005,042-634-4506,동부교육청,공립,Y,http://beopdongms.djsch.kr
185,중,J,대전변동중학교,대전광역시 서구 도산로181번길 39 (변동),36.3245853,127.3757033,35324,042-346-3013,042-523-3422,서부교육청,공립,Y,http://bdms.djsch.kr
193,중,J,대전봉명중학교,대전광역시 유성구 계룡로132번길 71 (봉명동),36.3550332,127.336964,34189,042-826-6872,042-826-6878,서부교육청,공립,Y,http://djbmms.djsch.kr
196,중,J,대전봉산중학교,대전광역시 서구 배재로262번길 60 (변동),36.330984,127.373106,35326,042-524-4585,042-522-4584,서부교육청,공립,Y,http://djbsms.djsch.kr
199,중,J,대전봉우중학교,대전광역시 서구 관저로 102 (관저동),36.2986147,127.3327913,35373,042-543-7325,042-543-7327,서부교육청,공립,Y,http://bongwooms.djsch.kr
207,중,J,대전삼육중학교,대전광역시 서구 도림1길 15 (도마동),36.3118069,127.3728654,35340,042-522-0037,042-522-0035,서부교육청,사립,Y,http://djsahmyookms.djsch.kr
209,중,J,대전삼천중학교,대전광역시 서구 문정로 271 (둔산동),36.3584888,127.3941852,35207,042-483-6733,042-489-6630,서부교육청,공립,Y,http://www.samchun.ms.kr/
218,중,J,대전새미래중학교,대전광역시 유성구 지족동로 55 (지족동),36.3886608,127.3077026,34074,042-828-3800,042-828-3810,서부교육청,공립,Y,http://smrms.djsch.kr
227,중,J,대전서중학교,대전광역시 서구 동서대로997번길 57 (괴정동),36.3359799,127.3740184,35286,042-522-4601,042-535-5001,서부교육청,공립,Y,http://westms.djsch.kr
244,중,J,대전송강중학교,대전광역시 유성구 와룡로 122 (송강동),36.4377573,127.3817602,34008,042-934-7457,042-934-7458,서부교육청,공립,Y,http://songgangms.djsch.kr
250,중,J,대전송촌중학교,대전광역시 대덕구 계족산로 110 (송촌동),36.3639306,127.4434994,34404,042-627-4932,042-627-4934,동부교육청,공립,Y,http://songchonms.djsch.kr
257,중,J,대전신계중학교,대전광역시 서구 복수동로 40-30 (복수동),36.301926,127.3770764,35412,042-580-8000,042-586-4151,서부교육청,공립,Y,http://singyems.djsch.kr
261,중,J,대전신일여자중학교,대전광역시 중구 부사로32번길 27 (부사동),36.3093744,127.4344724,35058,042-250-8500,042-221-1781,동부교육청,사립,Y,http://shinilms.djsch.kr
266,중,J,대전어은중학교,대전광역시 유성구 농대로 56 (어은동),36.3656214,127.3528081,34140,042-861-9763,042-863-1709,서부교육청,공립,Y,http://eoeunms.djsch.kr
270,중,J,대전여자중학교,대전광역시 중구 보문로230번길 69 (대흥동),36.3250781,127.4262162,34919,042-253-4771,042-222-1901,동부교육청,공립,Y,http://djgms.djsch.kr
278,중,J,대전외삼중학교,대전광역시 유성구 반석동로 75 (반석동),36.3940636,127.3101399,34067,042-824-6680,042-824-6680,서부교육청,공립,Y,http://oesamms.djsch.kr
282,중,J,대전용운중학교,대전광역시 동구 용운로 208 (용운동),36.325395,127.4649997,34522,042-284-6652,042-285-2541,동부교육청,공립,Y,http://yongunms.djsch.kr
285,중,J,대전용전중학교,대전광역시 대덕구 한밭대로1146번길 46 (중리동),36.356369,127.4253861,34427,042-620-1905,042-636-5106,동부교육청,공립,Y,http://yjms.djsch.kr
294,중,J,대전월평중학교,대전광역시 서구 월평동로 21 (월평동),36.3564024,127.367573,35223,042-486-3184,042-485-6811,서부교육청,공립,Y,http://wpms.djsch.kr
301,중,J,대전은어송중학교,대전광역시 동구 동구청로 26 (대성동),36.3001045,127.4608803,34698,042-281-5500,042-286-0269,동부교육청,공립,Y,http://eesms.djsch.kr
307,중,J,대전자운중학교,대전광역시 유성구 자운로97번길 356 (신봉동),36.4121815,127.3382538,34059,042-867-9370,042-867-9372,서부교육청,공립,Y,http://jaunms.djsch.kr
309,중,J,대전장대중학교,대전광역시 유성구 문화원로 26 (장대동),36.3601011,127.3387741,34171,042-824-6718,042-824-6712,서부교육청,공립,Y,http://jangdaems.djsch.kr
313,중,J,대전전민중학교,대전광역시 유성구 엑스포로466번길 97 (전민동),36.4014628,127.4055288,34049,042-863-5795,042-861-3274,서부교육청,공립,Y,http://djjmms.djsch.kr
316,중,J,대전정림중학교,대전광역시 서구 괴곡길 70 (괴곡동),36.2946505,127.361413,35416,042-586-8102,042-586-8102,서부교육청,공립,Y,http://jeongrimms.djsch.kr
325,중,J,대전중앙중학교,대전광역시 중구 대종로 634 (중촌동),36.3388858,127.4124062,34804,042-253-4382,042-253-6544,동부교육청,사립,Y,http://jungangms.djsch.kr
329,중,J,대전중학교,대전광역시 중구 수도산로 9 (대흥동),36.3209051,127.4248435,34932,042-250-7800,042-250-7898,동부교육청,공립,Y,http://djms.djsch.kr
331,중,J,대전지족중학교,대전광역시 유성구 노은동로 193 (지족동),36.3781951,127.3205926,34083,042-477-4640,042-477-4645,서부교육청,공립,Y,http://jijokms.djsch.kr
336,중,J,대전체육중학교,대전광역시 유성구 원신흥로40번길 6 (원신흥동),36.3367031,127.3430199,34195,042-822-1527,042-822-1527,서부교육청,공립,Y,http://djcheyukhs.djsch.kr
337,중,J,대전탄방중학교,대전광역시 서구 문정로 181 (둔산동),36.3505154,127.3943428,35249,042-380-3131,042-471-5759,서부교육청,공립,Y,http://tbms.djsch.kr
339,중,J,대전태평중학교,대전광역시 중구 수침로111번길 12 (태평동),36.329963,127.397477,34877,042-537-0866,042-537-0869,동부교육청,공립,Y,http://tp02ms.djsch.kr
344,중,J,대전하기중학교,대전광역시 유성구 송림로48번길 6-30 (하기동),36.386011,127.3222467,34098,042-824-8370,042-824-8369,서부교육청,공립,Y,http://hagims.djsch.kr
362,중,J,동대전중학교,대전광역시 동구 충정로 73-6 (가양동),36.3451472,127.4559044,34505,042-330-8800,042-623-5666,동부교육청,공립,Y,http://dongdaejeonms.djsch.kr
364,중,J,동명중학교,대전광역시 중구 사득로54번길 29 (석교동),36.3085202,127.4389137,35059,042-272-6696,042-283-3790,동부교육청,사립,Y,http://dongmyungms.djsch.kr
368,중,J,동방여자중학교,대전광역시 서구 복수중로 27 (복수동),36.3064728,127.3748333,35404,042-580-3710,042-580-3709,서부교육청,사립,Y,http://dongbangms.djsch.kr
369,중,J,동신중학교,대전광역시 동구 동부로 56-22 (판암동),36.3198772,127.459518,34674,042-283-4081,042-274-1001,동부교육청,공립,Y,http://dongsinms.djsch.kr
398,중,J,보문중학교,대전광역시 동구 우암로 57 (삼성동),36.3368587,127.4235438,34619,042-623-2464,042-672-9365,동부교육청,사립,Y,http://bomoonms.djsch.kr
432,중,J,성덕중학교,대전광역시 유성구 신성로102번길 19 (신성동),36.3912013,127.3513209,34116,042-861-6706,042-861-6706,서부교육청,사립,Y,http://sungdukms.djsch.kr
446,중,J,신탄중앙중학교,대전광역시 대덕구 덕암로233번길 24 (덕암동),36.4419308,127.4225931,34330,042-331-3333,042-931-1019,동부교육청,공립,Y,http://sintanjungangms.djsch.kr
450,중,J,신탄진중학교,대전광역시 대덕구 석봉로 15 (석봉동),36.4476358,127.4228219,34317,042-930-0600,042-931-0452,동부교육청,사립,Y,http://stjms.djsch.kr
465,중,J,오정중학교,대전광역시 대덕구 한남로150번길 135 (오정동),36.3514945,127.4080926,34441,042-627-0602,042-623-4273,동부교육청,공립,Y,http://ojeongms.djsch.kr
474,중,J,우송중학교,대전광역시 동구 동대전로131번길 53 (자양동),36.3350167,127.4432897,34609,042-620-5000,042-620-5280,동부교육청,사립,Y,http://woosongms.djsch.kr
480,중,J,유성중학교,대전광역시 유성구 상대로 33 (상대동),36.3458283,127.3347743,34198,042-822-1605,042-825-8049,서부교육청,공립,Y,http://yuseongms.djsch.kr
494,중,J,중리중학교,대전광역시 대덕구 중리동로 85 (중리동),36.3663128,127.4271461,34389,042-620-3014,042-625-1749,동부교육청,공립,Y,http://jungnims.djsch.kr
499,중,J,진잠중학교,대전광역시 유성구 진잠로 60-23 (원내동),36.2969673,127.3185722,34231,042-544-3085,042-543-2809,서부교육청,공립,Y,http://jinjamms.djsch.kr
506,중,J,청란여자중학교,대전광역시 중구 보문로95번길 40 (부사동),36.3105258,127.4296446,35051,042-253-8844,042-253-6008,동부교육청,사립,Y,http://cheongranms.djsch.kr
511,중,J,충남여자중학교,대전광역시 중구 동서대로 1368 (목동),36.3307949,127.4110557,34849,042-280-5300,042-253-9462,동부교육청,공립,Y,http://chungnam-gms.djsch.kr
512,중,J,충남중학교,대전광역시 동구 계족로 123 (신흥동),36.3237145,127.4383549,34641,042-273-1692,042-282-7330,동부교육청,공립,Y,http://chungnamms.djsch.kr
537,중,J,한밭여자중학교,대전광역시 동구 동대전로110번길 74-57 (대동),36.329671,127.4490338,34654,042-623-2372,042-626-9994,동부교육청,공립,Y,http://hanbat-gms.djsch.kr
538,중,J,한밭중학교,대전광역시 동구 태전로 67 (삼성동),36.335598,127.4259497,34624,042-620-3950,042-620-3960,동부교육청,공립,Y,http://hanbatms.djsch.kr
554,중,J,호수돈여자중학교,대전광역시 중구 선화로 50 (용두동),36.3264621,127.4146127,34859,042-221-1673,042-221-1677,동부교육청,사립,Y,http://holstonms.djsch.kr
558,중,J,회덕중학교,대전광역시 대덕구 신탄진로218번길 22 (와동),36.4008763,127.4256428,34346,042-621-3073,042-621-3071,동부교육청,공립,Y,http://hoedeokms.djsch.kr
3,초,C,가수원초등학교,대전광역시 서구  벌곡로 1359 (가수원동),36.3029292,127.3534059,35387,042-541-1337,042-541-6415,서부교육청,공립,Y,http://gasuwones.djsch.kr
9,초,C,구즉초등학교,대전광역시 유성구  구룡달전로 34 (봉산동),36.4406044,127.3824649,34006,042-935-4005,042-935-6599,서부교육청,공립,Y,http://gjes.djsch.kr
14,초,C,금성초등학교,대전광역시 유성구 신성로72번길 5 (신성동),36.3894242,127.3500226,34116,042-861-8234,042-863-0709,서부교육청,공립,Y,http://geumsunges.djsch.kr
17,초,C,기성초등학교,대전광역시 서구  기성초교길 42(매노동),36.248798,127.3376612,35426,042-585-4611,042-585-4605,서부교육청,공립,Y,http://giseonges.djsch.kr
18,초,C,기성초등학교길헌분교장,대전광역시 서구  당고개길 48(평촌동),36.2417941,127.3161442,35425,042-583-8084,042-585-8094,서부교육청,공립,Y,http://giseonges.djsch.kr
30,초,C,남선초등학교,대전광역시 유성구 계백로93번길 277-29 (송정동),36.2875973,127.2646212,34204,042-825-0895,042-825-0897,서부교육청,공립,Y,http://namsunes.djsch.kr
44,초,C,대덕초등학교,대전광역시 유성구 대덕대로556번길 102 (도룡동),36.3851645,127.3818502,34121,042-861-7615,042-862-4998,서부교육청,공립,Y,http://daedeokes.djsch.kr
45,초,C,대덕초등학교도룡분교,대전광역시 유성구 엑스포로97번길 100 (도룡동),36.3786874,127.3915265,34125,042-861-7614,042-864-4976,서부교육청,공립,Y,http://daedeokes.djsch.kr
50,초,C,대전가양초등학교,대전광역시 동구 가양로 61 (가양동),36.3418801,127.4412412,34593,042-633-1984,042-636-4278,동부교육청,공립,Y,http://djgayanges.djsch.kr
53,초,C,대전가오초등학교,대전광역시 동구 신기로 112 (가오동),36.3102913,127.4586711,34680,042-286-1961,042-286-1967,동부교육청,공립,Y,http://gaoes.djsch.kr
56,초,C,대전가장초등학교,대전광역시 서구  가장로 150(가장동),36.3307119,127.388332,35311,042-527-7604,042-527-7606,서부교육청,공립,Y,http://gajanges.djsch.kr
59,초,C,대전갈마초등학교,대전광역시 서구  월평동로 2(갈마동),36.356774,127.3693282,35227,042-486-1327,042-486-9041,서부교육청,공립,Y,http://galmaes.djsch.kr
61,초,C,대전갑천초등학교,대전광역시 서구  월평동로 61(월평동),36.3607921,127.3676946,35210,042-488-3322,042-488-3325,서부교육청,공립,Y,http://djgces.djsch.kr
63,초,C,대전계산초등학교,대전광역시 유성구  학하서로 74 (계산동),36.3433998,127.3005486,34209,042-826-6180,042-826-6184,서부교육청,공립,Y,http://djkses.djsch.kr
70,초,C,대전관저초등학교,대전광역시 서구  관저동로 161 (관저동),36.3064008,127.3399704,35359,042-545-2676,042-545-2675,서부교육청,공립,Y,http://gwanjeoes.djsch.kr
73,초,C,대전관평초등학교,대전광역시 유성구  테크노4로 132 (관평동),36.4237326,127.3870581,34021,042-671-0062,042-671-0068,서부교육청,공립,Y,http://djgpes.djsch.kr
77,초,C,대전교촌초등학교,대전광역시 유성구 진잠로149번길 42 (교촌동),36.3058894,127.3168032,34225,042-544-0644,042-544-0649,서부교육청,공립,Y,http://kyochones.djsch.kr
81,초,C,대전구봉초등학교,대전광역시 서구  관저로 75 (관저동),36.2997949,127.3299654,35372,042-542-0193,042-542-0194,서부교육청,공립,Y,http://gubonges.djsch.kr
85,초,C,대전글꽃초등학교,대전광역시 중구 계룡로918번길 97 (문화동),36.3186792,127.4102708,34957,042-250-4800,042-251-8216,동부교육청,공립,Y,http://gkes.djsch.kr
87,초,C,대전금동초등학교,대전광역시 서구  관저로 45 (관저동),36.2977253,127.3263858,35371,042-542-3334,042-542-3335,서부교육청,공립,Y,http://geumdonges.djsch.kr
91,초,C,대전내동초등학교,대전광역시 서구 동서대로1063번길 13 (내동),36.3309531,127.3792636,35315,042-536-1017,042-527-7961,서부교육청,공립,Y,http://naedonges.djsch.kr
95,초,C,대전노은초등학교,대전광역시 유성구 노은동로99번길 35 (노은동),36.3688795,127.321476,34091,042-476-1490,042-476-1497,서부교육청,공립,Y,http://djnoeunes.djsch.kr
97,초,C,대전느리울초등학교,대전광역시 서구  관저로 196(관저동),36.298447,127.3441714,35381,042-544-0782,042-544-0785,서부교육청,공립,Y,http://nrues.djsch.kr
99,초,C,대전대동초등학교,대전광역시 동구 대동초등3길 21 (대동),36.3251549,127.4472892,34659,042-283-4711,042-282-2285,동부교육청,공립,Y,http://djdaedonges.djsch.kr
100,초,C,대전대룡초등학교,대전광역시 동구 백룡로 123 (용운동),36.3297552,127.4557975,34526,042-282-9867,042-282-3291,동부교육청,공립,Y,http://dres.djsch.kr
102,초,C,대전대문초등학교,대전광역시 중구 송리로 11 (문화동),36.3064387,127.4007368,35008,042-582-3694,042-582-0714,동부교육청,공립,Y,http://daemunes.djsch.kr
109,초,C,대전대신초등학교,대전광역시 중구 솔밭로16번길 17 (대사동),36.3155985,127.4205516,35042,042-253-3847,042-255-9442,동부교육청,공립,Y,http://djdaesines.djsch.kr
110,초,C,대전대암초등학교,대전광역시 동구 동부로 55-61 (판암동),36.323515,127.4571986,34664,042-285-8232,042-285-0565,동부교육청,공립,Y,http://daeames.djsch.kr
112,초,C,대전대양초등학교,대전광역시 대덕구  송촌로 67(송촌동),36.3614072,127.4402459,34423,042-635-8091,042-635-8094,동부교육청,공립,Y,http://djdyes.djsch.kr
113,초,C,대전대정초등학교,대전광역시 유성구 대정로28번길 55 (대정동),36.3151997,127.3233658,34219,042-545-4385,042-545-4388,서부교육청,공립,Y,http://djes.djsch.kr
117,초,C,대전대화초등학교,대전광역시 대덕구 대화로 242-36 (대화동),36.3625497,127.4113072,34375,042-623-3463,042-626-6738,동부교육청,공립,Y,http://daehwaes.djsch.kr
119,초,C,대전대흥초등학교,대전광역시 중구 수도산로 12 (대흥동),36.3192368,127.4257724,34938,042-252-3317,042-254-1802,동부교육청,공립,Y,http://daehunges.djsch.kr
122,초,C,대전도마초등학교,대전광역시 서구 배재로172번길 23 (도마동),36.3237958,127.3712413,35329,042-532-5414,042-532-5419,서부교육청,공립,Y,http://domaes.djsch.kr
125,초,C,대전도솔초등학교,대전광역시 서구  원도안로 80 (가수원동),36.3165224,127.3446659,35367,042-540-0114,042-544-7399,서부교육청,공립,Y,http://dosoles.djsch.kr
128,초,C,대전도안초등학교,대전광역시 서구  원도안로 200(도안동),36.3216343,127.3446688,35355,042-543-7803,042-543-7124,서부교육청,공립,Y,http://djdaes.djsch.kr
130,초,C,대전동광초등학교,대전광역시 동구 백룡로11번길 20 (자양동),36.3372844,127.449926,34515,042-622-8415,042-627-3395,동부교육청,공립,Y,http://dongkoanges.djsch.kr
131,초,C,대전동도초등학교,대전광역시 대덕구 한남로150번길 27 (오정동),36.3479411,127.4125135,34442,042-624-9362,042-627-5845,동부교육청,공립,Y,http://djdongdoes.djsch.kr
132,초,C,대전동문초등학교,대전광역시 중구 문화로 200 (문화동),36.3142226,127.4068411,34998,042-337-3500,042-337-3599,동부교육청,공립,Y,http://dongmunes.djsch.kr
135,초,C,대전동산초등학교,대전광역시 대덕구 동산초교로63번길 50 (오정동),36.3505409,127.4215039,34432,042-623-3123,042-627-6358,동부교육청,공립,Y,http://djdses.djsch.kr
137,초,C,대전동서초등학교,대전광역시 동구 동서대로 1522 (삼성동),36.3411146,127.4225873,34569,042-639-6130,042-639-6144,동부교육청,공립,Y,http://dongseoes.djsch.kr
140,초,C,대전동화초등학교,대전광역시 유성구  관평2로 43 (관평동),36.4229545,127.3896168,34020,042-935-9739,042-935-9742,서부교육청,공립,Y,http://djdhes.djsch.kr
143,초,C,대전두리초등학교,대전광역시 유성구  와룡로 37 (송강동),36.4292447,127.3798894,34005,042-936-0834,042-936-0838,서부교육청,공립,Y,http://dues.djsch.kr
147,초,C,대전둔산초등학교,대전광역시 서구 둔산로74번길 20 (둔산동),36.3501609,127.3814486,35234,042-486-3903,042-485-7068,서부교육청,공립,Y,http://dunsanes.djsch.kr
150,초,C,대전둔원초등학교,대전광역시 서구 대덕대로112번길 10 (갈마동),36.3429228,127.3749888,35266,042-534-5384,042-534-5385,서부교육청,공립,Y,http://dwes.djsch.kr
151,초,C,대전둔천초등학교,대전광역시 서구  만년로 3(만년동),36.3684026,127.3739393,35201,042-483-4651,042-483-4655,서부교육청,공립,Y,http://duncheones.djsch.kr
154,초,C,대전만년초등학교,대전광역시 서구  만년남로 14(만년동),36.3671313,127.3772881,35202,042-485-5765,042-486-6731,서부교육청,공립,Y,http://mannyeones.djsch.kr
157,초,C,대전매봉초등학교,대전광역시 대덕구  선비마을로 155 (송촌동),36.3693825,127.4374028,34399,042-621-9662,042-621-9664,동부교육청,공립,Y,http://mbes.djsch.kr
159,초,C,대전목동초등학교,대전광역시 중구 목중로19번길 70 (목동),36.3346952,127.4082543,34816,042-253-4040,042-257-5245,동부교육청,공립,Y,http://mokdonges.djsch.kr
161,초,C,대전목상초등학교,대전광역시 대덕구 대덕대로1486번길 117 (목상동),36.4457026,127.412451,34323,042-934-6312,042-934-6314,동부교육청,공립,Y,http://moksanges.djsch.kr
163,초,C,대전목양초등학교,대전광역시 중구 목동로 69 (목동),36.3367817,127.404831,34818,042-257-9574,042-257-9577,동부교육청,공립,Y,http://djmokyanges.djsch.kr
165,초,C,대전문성초등학교,대전광역시 중구 유등천동로292번길 89-14 (산성동),36.3088121,127.3904664,34996,042-583-5341,042-583-5344,동부교육청,공립,Y,http://djmses.djsch.kr
168,초,C,대전문정초등학교,대전광역시 서구  문정로 180(둔산동),36.3502855,127.3961116,35250,042-486-0468,042-487-2071,서부교육청,공립,Y,http://munjeonges.djsch.kr
171,초,C,대전문창초등학교,대전광역시 중구 문창로 55 (부사동),36.3172917,127.4336568,35027,042-257-7666,042-222-2351,동부교육청,공립,Y,http://munchanges.djsch.kr
173,초,C,대전문화초등학교,대전광역시 중구 문화로78번안길 70 (문화동),36.3113634,127.3980978,34992,042-582-4665,042-582-9975,동부교육청,공립,Y,http://moonhwaes.djsch.kr
176,초,C,대전반석초등학교,대전광역시 유성구  반석동로 30 (반석동),36.3899916,127.3130729,34068,042-824-6438,042-824-6441,서부교육청,공립,Y,http://banseok-es.djsch.kr
178,초,C,대전배울초등학교,대전광역시 유성구  배울2로 8 (관평동),36.4216841,127.3842417,34022,042-936-4323,042-936-4328,서부교육청,공립,Y,http://baeules.djsch.kr
179,초,C,대전백운초등학교,대전광역시 서구 계룡로576번길 56 (괴정동),36.3407605,127.3845061,35269,042-536-2104,042-536-2106,서부교육청,공립,Y,http://djbwes.djsch.kr
181,초,C,대전버드내초등학교,대전광역시 중구 태평로 21 (태평동),36.3192504,127.3915311,34890,042-536-1875,042-536-1873,동부교육청,공립,Y,http://budnaees.djsch.kr
184,초,C,대전법동초등학교,대전광역시 대덕구 계족로664번길 74 (법동),36.3695937,127.4323185,34398,042-626-7567,042-633-1085,동부교육청,공립,Y,http://beopdonges.djsch.kr
186,초,C,대전변동초등학교,대전광역시 서구  유등로 373(변동),36.3246095,127.3848534,35317,042-527-7915,042-527-0838,서부교육청,공립,Y,http://bdes.djsch.kr
189,초,C,대전보성초등학교,대전광역시 중구 보문산로141번길 34 (문화동),36.306686,127.3965081,35010,042-584-0030,042-585-6207,동부교육청,공립,Y,http://boses.djsch.kr
190,초,C,대전보운초등학교,대전광역시 중구 대종로315번길 42 (부사동),36.3143325,127.4322483,35023,042-257-3096,042-257-3246,동부교육청,공립,Y,http://bounes.djsch.kr
192,초,C,대전복수초등학교,대전광역시 서구 복수중로34번길 29 (복수동),36.307501,127.3775666,35404,042-580-3104,042-585-3125,서부교육청,공립,Y,http://boksues.djsch.kr
194,초,C,대전봉명초등학교,대전광역시 유성구 계룡로132번길 62 (봉명동),36.3550332,127.336964,34188,042-820-8880,042-820-8888,서부교육청,공립,Y,http://djbmes.djsch.kr
197,초,C,대전봉산초등학교,대전광역시 서구 신갈마로141번길 45 (갈마동),36.345201,127.365724,35281,042-523-0101,042-531-5511,서부교육청,공립,Y,http://bongsanes.djsch.kr
200,초,C,대전비래초등학교,대전광역시 대덕구 우암로492번안길 65 (비래동),36.3635288,127.452906,34413,042-639-6241,042-639-6248,동부교육청,공립,Y,http://biraees.djsch.kr
202,초,C,대전산성초등학교,대전광역시 중구 대둔산로 332 (사정동),36.2992178,127.3863257,35057,042-581-0662,042-585-0380,동부교육청,공립,Y,http://sanseonges.djsch.kr
205,초,C,대전삼성초등학교,대전광역시 동구 대전로867번길 12 (삼성동),36.3371383,127.4287912,34623,042-627-9780,042-624-3350,동부교육청,공립,Y,http://3stares.djsch.kr
208,초,C,대전삼육초등학교,대전광역시 서구  도림1길 15(도마동),36.3118069,127.3728654,35340,042-537-3674,042-537-3670,서부교육청,사립,Y,http://dj36es.djsch.kr
210,초,C,대전삼천초등학교,대전광역시 서구 둔산북로 232-33 (둔산동),36.3542438,127.4009634,35245,042-486-0584,042-486-3589,서부교육청,공립,Y,http://samcheones.djsch.kr
212,초,C,대전상대초등학교,대전광역시 유성구  월드컵대로 322 (상대동),36.3472735,127.3366076,34199,042-826-1720,042-823-2441,서부교육청,공립,Y,http://djsdes.djsch.kr
214,초,C,대전상원초등학교,대전광역시 유성구  상대서로 46 (상대동),36.3417026,127.3311203,34200,042-824-8545,042-824-8547,서부교육청,공립,Y,http://sangwones.djsch.kr
216,초,C,대전상지초등학교,대전광역시 유성구  노은동로 165 (지족동),36.3752309,127.3221809,34085,042-477-5985,042-477-5988,서부교육청,공립,Y,http://djsangjies.djsch.kr
219,초,C,대전새미래초등학교,대전광역시 유성구  지족로 168 (지족동),36.3874242,127.3131611,34074,042-828-5600,042-828-5699,서부교육청,공립,Y,http://saemiraees.djsch.kr
